"ITEM_CODE","ITEM_NAME","ITEM_TYPE","ITEM_ADDR","ITEM_PRICE","ITEM_DETAIL","ITEM_STYLE","ITEM_MADEFOR","ITEM_CLEANING"
STON06210148,Panama Tinto Terra,trousers,/ShoppingMall-WEB/images/trousers/Panama Tinto Terra/,627550,"PANAMA TINTO TERRA: STONE ISLAND CLOSED LOOP 프로젝트는 자체 생산 체인에서 얻은 코튼 원단 스크랩을 재사용합니다. 생산 공장에서 선별된 스크랩은 재가공되어 최소 50% 이상의 회수 물질을 함유한 새로운 혼합 원사로 재탄생합니다. 이러한 정교한 회수 및 재생 공정을 통해 얻어진 원단은 새로운 의류 제작에 사용됩니다. 폐쇄 루프 재생 코튼 50%, 셀룰로오스에서 추출한 라이오셀 50% 구성의 파나마 직조 원단으로 제작한 카고 팬츠. 완성된 의상은 천연 광물성 염료를 사용한 가먼트 염색 공정을 거쳐 가공된 듯한 효과를 선사합니다.","레귤러 핏. 사선 포켓. 뒷면에 크게 기울어진 버튼 여밈 사선 포켓. 오른쪽 다리에 플랩과 버튼 여밈의 작은 포켓. 왼쪽 다리 하단의 커다란 벨로즈 패치 포켓: 앞쪽에서는 플랩 여밈 포켓을, 옆면에서는 상부 입구의 작은 포켓을 형성하는 디자인. 허리 뒷면의 유틸리티 루프. 지퍼와 버튼 여밈.","50% 면 50% 레이온 또는 리오셀","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 세탁 전에 탈부착식 부자재를 분리하십시오.; 세제를 직접 의류에 사용하지 마십시오.; 천을 대고 다림질하십시오."
STON06220149,Stone Island Low Cut Sneaker Hairy Suede With Leather,ETC,/ShoppingMall-WEB/images/ETC/Stone Island Low Cut Sneaker Hairy Suede With Leather/,472700,"70년대 스타일의 스니커즈와 밀리터리 슈즈가 결합된 아이템. 염색 가공한 헤어리 스웨이드와 부드러운 가죽을 사용하여 완성한 톤온톤 어퍼, Stone Island의 염색 연구소에서 자체적으로 염색한 Stone Island 나침반 패치 로고 장식. 톤온톤 마감한 모든 액세서리. 반투명한 컬러 고무 소재의 밑창.",측면 외부의 블랙 컬러 Stone Island 레터링 프린트. 힐 부분의 나침반 디보싱 로고. 어퍼와 밑창을 연결하는 핸드 스티치. 동일한 톤의 슈레이스. 그리드 모티프 및 Stone Island 나침반 로고가 특징인 톤온톤 반투명 트레드 고무 밑창.,"높은: 가죽: 소가죽 100%, 내벽: 합성 소재: 폴리우레탄, 깔창: 원단: 폴리에스터, 밑창: 기타 소재: 고무","물세탁은 삼가하여 주십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 드라이클리닝은 삼가하여 주십시오.; 드라이클리닝 할 수 없습니다.; 젖은 천으로 청소하십시오."
STON06220154,Lino Nylon Tela-tc(Beltbag)(B),ETC,/ShoppingMall-WEB/images/ETC/Lino Nylon Tela-tc(Beltbag)(B)/,309700,"LINO NYLON TELA-TC: 리넨과 나일론 원사를 정교하게 혼방한 원단인 Lino Nylon Tela-TC 소재의 벨트백. 리넨 특유의 순수함과 우아함은 나일론이 지닌 가벼움 및 기술성과 결합되어 내마모성이 뛰어난 기능적인 원사로 탄생합니다. 완성된 의상은 나일론 단독 또는 코튼-나일론 섬유를 위한 정교한 가먼트 다이 염색 공정을 거치며 나일론 단독 염색의 경우, 직물의 리넨 성분으로 인해 의상이 파스텔 색조를 띄게 됩니다.","앞면에 Stone Island 나침반 로고를 가미한 지퍼 여밈 벨로즈 포켓. 내부에 지퍼 여밈 포켓을 가미한 메인 수납공간, 나일론 테이프로 가장자리를 마감한 상단 지퍼 여밈. 루프를 형성하는 옆면의 나일론 테이프. 뒷면에 Stone Island 레터링 자수를 가미한 나일론 테이프 패치. 내구성을 지닌 Cordura® 원단으로 완성한 하단. 기모 가공 나일론 캔버스 원단으로 안감 처리. 스냅 후크로 고정되는 조절 가능한 나일론 숄더 스트랩.","겉감: 80% 마 20% 나일론, 겉감 2: 100% 나일론, 코팅: 100% 폴리우레탄수지, 이너 레이어: 100% 폴리에스터, 안감 : 100% 나일론","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 드라이클리닝은 삼가하여 주십시오.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 물에 오랫동안 방치하지 마십시오.; 중성 세제를 사용하십시오.; 세탁 전에 탈부착식 부자재를 분리하십시오.; 세제를 직접 의류에 사용하지 마십시오.; 비틀거나 짜지 마십시오."
STON06220159,Nylon Metal in Econyl Regenerated nylon(Buckethat)(B),ETC,/ShoppingMall-WEB/images/ETC/Nylon Metal in Econyl Regenerated nylon(Buckethat)(B)/,244500,NYLON METAL IN ECONYL® REGENERATED NYLON: 이리데슨트 효과의 Nylon Metal 원단으로 제작한 버킷햇. 재생 원사 ECONYL®을 사용하여 새롭게 선보이는 아이코닉 소재의 진화: 소비자가 사용하기 전후의 폐기된 나일론은 복합적인 해중합 공정을 통해 재생되어 화석 원료에서 추출한 나일론과 동일한 특성을 자랑하는 섬유로 재탄생합니다. 폴리에스테르 소재로 얇게 패딩 가공.,크라운 부분의 Stone Island 나침반 로고. 코튼 트윌 소재로 가장자리를 마감한 내부 밴드. 블랙 색상의 폴리에스테르 메쉬 소재로 안감 처리.,"겉감: 100% 나일론, 안감 : 100% 폴리에스터","세탁시 저온에서 손세탁 하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 드라이클리닝은 삼가하여 주십시오.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 단독 세탁 하십시오.; 중성 세제를 사용하십시오.; 비틀거나 짜지 마십시오.; 건조시 자연건조하십시오."
STON06220162,Beach Towel(M),ETC,/ShoppingMall-WEB/images/ETC/Beach Towel(M)/,317850,코튼 테리 소재의 비치 타월.,"한쪽 끝부분에 커다란 Stone Island 자수 및 우븐 로고, 다른 한쪽 끝부분에 커다란 Stone Island 우븐 로고.","100% 면","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 저온으로 기계 건조가 가능합니다.; ; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 단독 세탁 하십시오."
STON06220150,Lino Nylon Tela-tc(V)(Bagpack),ETC,/ShoppingMall-WEB/images/ETC/Lino Nylon Tela-tc(V)(Bagpack)/,725350,"LINO NYLON TELA-TC: 리넨과 나일론 원사를 정교하게 혼방한 원단인 Lino Nylon Tela-TC 소재의 백팩. 리넨 특유의 순수함과 우아함은 나일론이 지닌 가벼움 및 기술성과 결합되어 내마모성이 뛰어난 기능적인 원사로 탄생합니다. 완성된 의상은 나일론 단독 또는 코튼-나일론 섬유를 위한 정교한 가먼트 다이 염색 공정을 거치며 나일론 단독 염색의 경우, 직물의 리넨 성분으로 인해 의상이 파스텔 색조를 띄게 됩니다.","앞면에 박시 플랩과 히든 지퍼 잠금의 커다란 벨로즈 포켓 두 개, Stone Island 나침반 로고. 한쪽 면에 긴 세로 지퍼 잠금의 컴퓨터 수납 포켓, 내부 벨크로 잠금 보조 입구 디테일. 조절 가능한 버클과 나일론 스트랩 여밈 디테일의 상단 플랩, 내부 지퍼 포켓, Stone Island 레터링 자수 장식을 가미한 상단 핸들. 가장자리 드로스트링 디테일의 입구. 찢어짐 방지 기능을 지닌 Cordura® 소재의 밑면. 패딩 처리한 뒷면, 조절 가능한 숄더 스트랩.","겉감: 80% 마 20% 나일론, 겉감 2: 100% 나일론, 코팅: 100% 폴리우레탄수지, 이너 레이어: 100% 폴리에스터, 안감 : 100% 나일론","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 드라이클리닝은 삼가하여 주십시오.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 물에 오랫동안 방치하지 마십시오.; 중성 세제를 사용하십시오.; 세제를 직접 의류에 사용하지 마십시오.; 비틀거나 짜지 마십시오."
STON06220151,Lino Nylon Tela-tc(P)(Bagpack),ETC,/ShoppingMall-WEB/images/ETC/Lino Nylon Tela-tc(P)(Bagpack)/,725350,"LINO NYLON TELA-TC: 리넨과 나일론 원사를 정교하게 혼방한 원단인 Lino Nylon Tela-TC 소재의 백팩. 리넨 특유의 순수함과 우아함은 나일론이 지닌 가벼움 및 기술성과 결합되어 내마모성이 뛰어난 기능적인 원사로 탄생합니다. 완성된 의상은 나일론 단독 또는 코튼-나일론 섬유를 위한 정교한 가먼트 다이 염색 공정을 거치며 나일론 단독 염색의 경우, 직물의 리넨 성분으로 인해 의상이 파스텔 색조를 띄게 됩니다.","앞면에 박시 플랩과 히든 지퍼 잠금의 커다란 벨로즈 포켓 두 개, Stone Island 나침반 로고. 한쪽 면에 긴 세로 지퍼 잠금의 컴퓨터 수납 포켓, 내부 벨크로 잠금 보조 입구 디테일. 조절 가능한 버클과 나일론 스트랩 여밈 디테일의 상단 플랩, 내부 지퍼 포켓, Stone Island 레터링 자수 장식을 가미한 상단 핸들. 가장자리 드로스트링 디테일의 입구. 찢어짐 방지 기능을 지닌 Cordura® 소재의 밑면. 패딩 처리한 뒷면, 조절 가능한 숄더 스트랩.","겉감: 80% 마 20% 나일론, 겉감 2: 100% 나일론, 코팅: 100% 폴리우레탄수지, 이너 레이어: 100% 폴리에스터, 안감 : 100% 나일론","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 드라이클리닝은 삼가하여 주십시오.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 물에 오랫동안 방치하지 마십시오.; 중성 세제를 사용하십시오.; 세제를 직접 의류에 사용하지 마십시오.; 비틀거나 짜지 마십시오."
STON06220152,Lino Nylon Tela-tc(G)(Bagpack),ETC,/ShoppingMall-WEB/images/ETC/Lino Nylon Tela-tc(G)(Bagpack)/,725350,"LINO NYLON TELA-TC: 리넨과 나일론 원사를 정교하게 혼방한 원단인 Lino Nylon Tela-TC 소재의 백팩. 리넨 특유의 순수함과 우아함은 나일론이 지닌 가벼움 및 기술성과 결합되어 내마모성이 뛰어난 기능적인 원사로 탄생합니다. 완성된 의상은 나일론 단독 또는 코튼-나일론 섬유를 위한 정교한 가먼트 다이 염색 공정을 거치며 나일론 단독 염색의 경우, 직물의 리넨 성분으로 인해 의상이 파스텔 색조를 띄게 됩니다.","앞면에 박시 플랩과 히든 지퍼 잠금의 커다란 벨로즈 포켓 두 개, Stone Island 나침반 로고. 한쪽 면에 긴 세로 지퍼 잠금의 컴퓨터 수납 포켓, 내부 벨크로 잠금 보조 입구 디테일. 조절 가능한 버클과 나일론 스트랩 여밈 디테일의 상단 플랩, 내부 지퍼 포켓, Stone Island 레터링 자수 장식을 가미한 상단 핸들. 가장자리 드로스트링 디테일의 입구. 찢어짐 방지 기능을 지닌 Cordura® 소재의 밑면. 패딩 처리한 뒷면, 조절 가능한 숄더 스트랩.","겉감: 80% 마 20% 나일론, 겉감 2: 100% 나일론, 코팅: 100% 폴리우레탄수지, 이너 레이어: 100% 폴리에스터, 안감 : 100% 나일론","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 드라이클리닝은 삼가하여 주십시오.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 물에 오랫동안 방치하지 마십시오.; 중성 세제를 사용하십시오.; 세제를 직접 의류에 사용하지 마십시오.; 비틀거나 짜지 마십시오."
STON06200122,Printed Cotton Jersey With 'CAMO THREE' Embroidery,shirt,/ShoppingMall-WEB/images/shirt/Printed Cotton Jersey With 'CAMO THREE' Embroidery/,464550,PRINTED COTTON JERSEY WITH 'CAMO THREE' EMBROIDERY: 코튼 저지 소재의 긴소매 티셔츠. 가먼트 다이 염색가공.,레귤러 핏. 리브 조직 네크라인. 가슴 부분에 ‘Camo Two’ 모티프의 자수 장식. 리브 조직 커프스.,"100% 면","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 천을 대고 다림질하십시오."
STON06200124,Stone Island Marina_'OLD' Treatment,shirt,/ShoppingMall-WEB/images/shirt/Stone Island Marina_'OLD' Treatment/,383050,STONE ISLAND MARINA_‘OLD’ TREATMENT: 코튼 저지 소재의 반소매 크루넥 티셔츠. 오래된 듯한 'OLD' 효과를 연출하기 위해 특수 가먼트 다이 염색가공 후 완성된 의상을 페이딩 기법으로 마감하여 약간 마모되고 바랜 듯한 입체적인 룩을 선사합니다.,오버사이즈 핏. 스티치 라인 디테일의 리브 조직 네크라인. 가슴 부분에 Stone Island Marina 레터링 모티프의 프린트를 가미한 패치 포켓. 완성된 의상에 적용되는 뒷면의 커다란 스트라이프 프린트.,"100% 면","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 세제를 직접 의류에 사용하지 마십시오.; 천을 대고 다림질하십시오.; 인쇄 부분에 직접 다림질은 피하십시오."
STON06200117,Light Reacting 'LUCE' Print Technique(S),shirt,/ShoppingMall-WEB/images/shirt/Light Reacting 'LUCE' Print Technique(S)/,676450,LIGHT REACTING ‘LUCE’ PRINT TECHNIQUE: 스트레치 코튼 패러슈트 캔버스 소재의 볼링 셔츠. 의상의 프린트는 Stone Island의 아이코닉한 ‘Luce’ 기법을 적용하여 완성됩니다. 암실에서 의류는 특수 감광 용액에 침수됩니다. 그런 다음 특수 설계된 다게레오타입 사이로 밝은 빛에 개별적으로 노출시켜 의류 표면에 '사진'과 같은 패턴 및 디자인을 구현합니다. 이러한 특수 기법을 통해 미묘한 느낌의 프린트가 탄생합니다. 의상은 건조 및 오버다이 공정을 거칩니다.,레귤러 핏. 가슴 부분의 패치 포켓. 가슨 부분 왼쪽 하단에 Stone Island 레터링 프린트. 버튼 여밈.,"97% 면 3% 폴리우레탄","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 뒤집어서 다림질하십시오.; 천을 대고 다림질하십시오.; 인쇄 부분에 직접 다림질은 피하십시오."
STON06200118,Light Reacting 'LUCE' Print Technique(V),shirt,/ShoppingMall-WEB/images/shirt/Light Reacting 'LUCE' Print Technique(V)/,790550,LIGHT REACTING ‘LUCE’ PRINT TECHNIQUE: 스트레치 코튼 패러슈트 캔버스 소재의 반지퍼 여밈 오버 셔츠. 의상의 프린트는 Stone Island의 아이코닉한 ‘Luce’ 기법을 적용하여 완성됩니다. 암실에서 의류는 특수 감광 용액에 침수됩니다. 그런 다음 특수 설계된 다게레오타입 사이로 밝은 빛에 개별적으로 노출시켜 의류 표면에 '사진'과 같은 패턴 및 디자인을 구현합니다. 이러한 특수 기법을 통해 미묘한 느낌의 프린트가 탄생합니다. 의상은 건조 및 오버다이 공정을 거칩니다.,루즈 핏. 지퍼 디테일의 스탠드 칼라. 가슴 부분 하단에 Stone Island 레터링 프린트. 웰트 포켓. 신축성 있는 커프스. 밑단에 엘라스틱 드로스트링. 뒷면의 요크.,"97% 면 3% 폴리우레탄","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 세제를 직접 의류에 사용하지 마십시오.; 비틀거나 짜지 마십시오.; 천을 대고 다림질하십시오.; 인쇄 부분에 직접 다림질은 피하십시오."
STON06200120,Comfort Fit,shirt,/ShoppingMall-WEB/images/shirt/Comfort Fit/,415650,슬러브 코튼 리넨 캔버스 소재의 긴소매 셔츠. 가먼트 다이 염색가공.,컴포트 핏. 버튼다운 칼라. 가슴 부분에 히든 버튼 및 플랩 여밈의 패치 포켓. 포켓 아래에 Stone Island 레터링 모티프의 작은 고무 가공 엠보싱 프린트. 버튼 디테일 커프스. 버튼 여밈.,"68% 면 32% 마","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 천을 대고 다림질하십시오.; 인쇄 부분에 직접 다림질은 피하십시오."
STON06200126,'STRIPES TWO' Print,shirt,/ShoppingMall-WEB/images/shirt/'STRIPES TWO' Print/,285250,STRIPES TWO' PRINT: 코튼 저지 소재의 반소매 티셔츠. 가먼트 다이 염색가공.,레귤러 핏. 리브 조직 네크라인. 왼쪽 소매 부분에 Stone Island 나침반 로고를 가미한 ‘Stripe Two’ 모티프 프린트.,"100% 면","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 천을 대고 다림질하십시오.; 인쇄 부분에 직접 다림질은 피하십시오."
STON06200127,'FISSATO' Treatment(V),shirt,/ShoppingMall-WEB/images/shirt/'FISSATO' Treatment(V)/,285250,‘FISSATO' TREATMENT: 오가닉 코튼 저지 소재의 반소매 티셔츠. 수용성 레진 처리 및 가먼트 다이 공법을 거치는 특수 염색가공 ‘Fissato’로 완성하여 입체적인 효과를 자아냅니다.,레귤러 핏. 리브 조직 네크라인. 가슴 부분에 Stone Island 로고 자수 장식. 뒷목 아랫부분에 안감 처리한 반원 디테일.,"100% 면","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 세제를 직접 의류에 사용하지 마십시오.; 천을 대고 다림질하십시오."
STON06200130,'REFLECTIVE TWO' Print,shirt,/ShoppingMall-WEB/images/shirt/'REFLECTIVE TWO' Print/,244500,REFLECTIVE TWO' PRINT: 코튼 저지 소재의 반소매 티셔츠. 가먼트 다이 염색가공.,레귤러 핏. 리브 조직 네크라인. 가슴 부분에 Stone Island 로고 반사 프린트인 ‘Reflective Two’ 디테일.,"100% 면","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 비틀거나 짜지 마십시오.; 천을 대고 다림질하십시오.; 인쇄 부분에 직접 다림질은 피하십시오."
STON06200131,'ARCHIVIO' Print,shirt,/ShoppingMall-WEB/images/shirt/'ARCHIVIO' Print/,309700,"ARCHIVIO' PRINT: 코튼 저지 소재의 반소매 티셔츠. Archivio(아르키비오)는 Stone Island의 텍스타일에 대한 실험과 혁신을 보여주는 프로젝트입니다. 고유의 연구 방법은 40여 년에 걸쳐 패션과 디자인계에서 길잡이와 같은 역할을 해왔습니다. 매 시즌, 하나의 티셔츠를 통해 열정적인 연구로 탄생한 상징적인 소재에 대한 이야기를 전해줍니다. 의상에 부착된 라벨의 투명창에는 원단 샘플이 들어 있습니다.",슬림 핏. 평행 스트라이프 디테일의 테이프로 마감한 리브 조직 네크라인 내부. 가슴 부분에 ARCHIVIO 자수 디테일. 뒷면에 ‘989 봄-여름 컬렉션에서 선보인 아이스 재킷 사진.,"100% 면","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 비틀거나 짜지 마십시오.; 천을 대고 다림질하십시오.; 인쇄 부분에 직접 다림질은 피하십시오."
STON06210136,'OLD' Treatment(P),trousers,/ShoppingMall-WEB/images/trousers/'OLD' Treatment(P)/,546050,‘OLD’ TREATMENT: 기모 가공 코튼 캔버스 소재의 카고 팬츠. 오래된 듯한 'OLD' 효과를 연출하기 위해 특수 가먼트 다이 염색가공 후 완성된 의상을 페이딩 기법으로 마감하여 약간 낡고 바랜 듯한 입체적인 룩을 선사합니다.,"슬림 핏. 히든 지퍼 여밈 웰트 포켓. 뒷면에 히든 스냅버튼 여밈 포켓. 다리 부분에 플랩과 스냅버튼 여밈의 벨로즈 포켓, 이 중 왼쪽 포켓에 Stone Island 배지 디테일. 보강 처리된 힙 부분. 지퍼와 버튼 여밈.","100% 면","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 비틀거나 짜지 마십시오.; 천을 대고 다림질하십시오.; 인쇄 부분에 직접 다림질은 피하십시오."
STON06210144,Loose Fit Cargo,trousers,/ShoppingMall-WEB/images/trousers/Loose Fit Cargo/,594950,스트레치 코튼 새틴 소재의 카고 팬츠. 가먼트 다이 염색가공.,"레귤러 핏. 웰트 포켓. 뒷면에 히든 스냅버튼 여밈 포켓. 양쪽 다리 부분에 스냅버튼 및 플랩 여밈의 카고 패치 포켓, 이 중 왼쪽 포켓에 Stone Island 배지. 지퍼와 버튼 여밈.","98% 면 2% 폴리우레탄","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 세탁 전에 탈부착식 부자재를 분리하십시오.; 천을 대고 다림질하십시오."
